"sex","age","region","placesize","depress","income","ls","marital","workab"
"MALE",27,"Wielkopolskie","RURAL AREAS",2,1500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",18,"Podlaskie","URBAN 20,000-100,000",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",51,"Wielkopolskie","RURAL AREAS",11,-8,"PLEASED","MARRIED",NA
"FEMALE",59,"Wielkopolskie","URBAN BELOW 20,000",11,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",65,"Opolskie","URBAN 200,000-500,000",2,1500,"PLEASED","DIVORCED","NO"
"FEMALE",33,"Opolskie","RURAL AREAS",6,300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",54,"Wielkopolskie","RURAL AREAS",5,700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Slaskie","URBAN 200,000-500,000",3,3600,"PLEASED","MARRIED","NO"
"MALE",72,"Slaskie","URBAN BELOW 20,000",15,900,"PLEASED","MARRIED","NO"
"MALE",45,"Kujawsko-pomorskie","URBAN 20,000-100,000",5,2200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",22,"Swietokrzyskie","RURAL AREAS",3,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",69,"Wielkopolskie","RURAL AREAS",6,700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",45,"Podkarpackie","RURAL AREAS",2,2000,"PLEASED","MARRIED","NO"
"FEMALE",67,"Lodzkie","RURAL AREAS",8,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",35,"Pomorskie","RURAL AREAS",2,1650,"MIXED","SINGLE","NO"
"FEMALE",59,"Wielkopolskie","RURAL AREAS",6,2800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",60,"Lodzkie","RURAL AREAS",5,500,"MIXED","MARRIED","NO"
"MALE",25,"Wielkopolskie","URBAN 100,000-200,000",0,NA,"PLEASED","SINGLE",NA
"FEMALE",51,"Kujawsko-pomorskie","URBAN 20,000-100,000",3,1000,"MIXED","MARRIED","NO"
"FEMALE",43,"Mazowieckie","RURAL AREAS",3,1900,"PLEASED","MARRIED","NO"
"FEMALE",53,"Warminsko-mazurskie","RURAL AREAS",10,NA,"MIXED","MARRIED","NO"
"MALE",38,"Pomorskie","RURAL AREAS",1,1200,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",62,"Zachodnio-pomorskie","URBAN 100,000-200,000",1,1300,"PLEASED","MARRIED","NO"
"FEMALE",58,"Warminsko-mazurskie","URBAN 100,000-200,000",6,1036,"MIXED","MARRIED","YES"
"FEMALE",65,"Podkarpackie","RURAL AREAS",11,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",74,"Lubuskie","RURAL AREAS",NA,153,"TERRIBLE","MARRIED","NO"
"MALE",48,"Mazowieckie","RURAL AREAS",2,650,"MIXED","SINGLE","NO"
"MALE",45,"Slaskie","RURAL AREAS",NA,630,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",54,"Malopolskie","URBAN BELOW 20,000",8,-8,"TERRIBLE","MARRIED","NO"
"FEMALE",23,"Malopolskie","URBAN 200,000-500,000",0,NA,"PLEASED","SINGLE",NA
"MALE",61,"Podlaskie","RURAL AREAS",4,700,"PLEASED","MARRIED","NO"
"MALE",76,"Warminsko-mazurskie","URBAN 100,000-200,000",3,1685,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",49,"Lubuskie","RURAL AREAS",6,2100,"PLEASED","MARRIED","NO"
"MALE",39,"Podkarpackie","URBAN 100,000-200,000",6,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",44,"Wielkopolskie","RURAL AREAS",14,-8,"PLEASED","MARRIED","NO"
"FEMALE",46,"Podlaskie","RURAL AREAS",4,1000,"PLEASED","MARRIED","NO"
"FEMALE",72,"Lodzkie","URBAN 500,000 AND OVER",18,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",41,"Opolskie","URBAN BELOW 20,000",1,1000,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"MALE",49,"Kujawsko-pomorskie","URBAN 20,000-100,000",1,3500,"PLEASED","MARRIED","NO"
"MALE",57,"Mazowieckie","RURAL AREAS",5,5000,"PLEASED","MARRIED","NO"
"FEMALE",45,"Zachodnio-pomorskie","RURAL AREAS",6,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",49,"Dolnoslaskie","URBAN 200,000-500,000",3,NA,"PLEASED","MARRIED","NO"
"MALE",78,"Wielkopolskie","URBAN 100,000-200,000",2,1800,"PLEASED","MARRIED","NO"
"FEMALE",19,"Lubelskie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",31,"Malopolskie","RURAL AREAS",11,182,"PLEASED","MARRIED","NO"
"FEMALE",18,"Kujawsko-pomorskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",61,"Slaskie","URBAN BELOW 20,000",1,1800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",63,"Lubelskie","URBAN 20,000-100,000",11,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Lubelskie","RURAL AREAS",4,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",60,"Slaskie","URBAN 200,000-500,000",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",50,"Wielkopolskie","RURAL AREAS",4,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Swietokrzyskie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"MALE",18,"Dolnoslaskie","URBAN BELOW 20,000",0,NA,"PLEASED","SINGLE",NA
"FEMALE",35,"Podlaskie","URBAN 20,000-100,000",2,1400,"PLEASED","MARRIED","NO"
"FEMALE",67,"Lubelskie","RURAL AREAS",NA,610,"MIXED","MARRIED","NO"
"FEMALE",53,"Mazowieckie","RURAL AREAS",7,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Lodzkie","URBAN 100,000-200,000",1,800,"PLEASED","SINGLE",NA
"FEMALE",17,"Pomorskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",69,"Slaskie","URBAN 100,000-200,000",7,1500,"PLEASED","WIDOWED","NO"
"FEMALE",43,"Opolskie","URBAN BELOW 20,000",0,1200,"PLEASED","MARRIED","NO"
"MALE",27,"Slaskie","RURAL AREAS",0,1700,"MIXED","MARRIED","NO"
"MALE",45,"Slaskie","URBAN 100,000-200,000",0,350,"MIXED","DIVORCED","NO"
"FEMALE",25,"Lodzkie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",70,"Malopolskie","RURAL AREAS",14,870,"MIXED","WIDOWED","NO"
"MALE",79,"Warminsko-mazurskie","URBAN 100,000-200,000",11,834,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",60,"Pomorskie","RURAL AREAS",7,870,"PLEASED","MARRIED","NO"
"MALE",42,"Zachodnio-pomorskie","RURAL AREAS",7,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",55,"Podlaskie","URBAN BELOW 20,000",1,2000,"PLEASED","MARRIED","NO"
"MALE",27,"Malopolskie","RURAL AREAS",3,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",64,"Mazowieckie","RURAL AREAS",7,900,"PLEASED","MARRIED","NO"
"FEMALE",72,"Dolnoslaskie","URBAN 100,000-200,000",8,1600,"PLEASED","WIDOWED","NO"
"FEMALE",46,"Slaskie","URBAN 20,000-100,000",4,2600,"PLEASED","DIVORCED","NO"
"MALE",26,"Kujawsko-pomorskie","URBAN 200,000-500,000",5,NA,"MIXED","SINGLE",NA
"FEMALE",20,"Lubuskie","URBAN BELOW 20,000",NA,NA,"PLEASED","SINGLE","NO"
"FEMALE",34,"Swietokrzyskie","URBAN BELOW 20,000",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",83,"Warminsko-mazurskie","URBAN BELOW 20,000",15,1000,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",21,"Wielkopolskie","URBAN 200,000-500,000",0,-8,"PLEASED","SINGLE",NA
"MALE",19,"Podkarpackie","URBAN BELOW 20,000",0,660,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",58,"Zachodnio-pomorskie","URBAN BELOW 20,000",6,1300,"MIXED","SINGLE","NO"
"FEMALE",46,"Podkarpackie","RURAL AREAS",5,-8,"MIXED","MARRIED","NO"
"MALE",42,"Lubuskie","URBAN 200,000-500,000",3,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",40,"Slaskie","URBAN 100,000-200,000",5,1500,"PLEASED","MARRIED","NO"
"FEMALE",28,"Dolnoslaskie","URBAN 500,000 AND OVER",0,1000,"PLEASED","SINGLE","NO"
"MALE",42,"Mazowieckie","RURAL AREAS",0,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",42,"Malopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",63,"Dolnoslaskie","RURAL AREAS",9,NA,"MIXED","MARRIED","NO"
"FEMALE",75,"Podkarpackie","URBAN 100,000-200,000",9,1000,"PLEASED","MARRIED","NO"
"FEMALE",24,"Podlaskie","RURAL AREAS",3,500,"PLEASED","MARRIED","NO"
"FEMALE",47,"Zachodnio-pomorskie","URBAN 20,000-100,000",3,2000,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"FEMALE",57,"Slaskie","URBAN 200,000-500,000",7,1300,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",62,"Kujawsko-pomorskie","URBAN 20,000-100,000",5,1500,"PLEASED","MARRIED","NO"
"FEMALE",46,"Malopolskie","URBAN 500,000 AND OVER",1,2990,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",56,"Kujawsko-pomorskie","RURAL AREAS",9,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",63,"Pomorskie","RURAL AREAS",10,940,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",35,"Warminsko-mazurskie","URBAN BELOW 20,000",0,NA,"DELIGHTED","MARRIED","NO"
"FEMALE",21,"Pomorskie","URBAN 100,000-200,000",0,1500,"PLEASED","SINGLE","NO"
"MALE",65,"Kujawsko-pomorskie","URBAN 20,000-100,000",3,1500,"PLEASED","MARRIED","NO"
"FEMALE",28,"Wielkopolskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",58,"Wielkopolskie","URBAN BELOW 20,000",7,1050,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",46,"Kujawsko-pomorskie","URBAN BELOW 20,000",0,1300,"MIXED","MARRIED","YES"
"FEMALE",74,"Lodzkie","URBAN 100,000-200,000",6,1230,"PLEASED","WIDOWED","NO"
"FEMALE",25,"Podlaskie","URBAN 100,000-200,000",4,950,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",45,"Dolnoslaskie","URBAN BELOW 20,000",6,1000,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",53,"Slaskie","URBAN 100,000-200,000",9,1800,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",69,"Lubelskie","RURAL AREAS",14,890,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",51,"Slaskie","URBAN 200,000-500,000",3,2000,"MIXED","MARRIED","NO"
"FEMALE",60,"Podkarpackie","RURAL AREAS",5,1300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",49,"Slaskie","RURAL AREAS",4,1000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",26,"Podkarpackie","URBAN 100,000-200,000",2,-8,"PLEASED","SINGLE","NO"
"FEMALE",41,"Dolnoslaskie","RURAL AREAS",6,NA,"PLEASED","MARRIED",NA
"MALE",43,"Lodzkie","RURAL AREAS",2,-8,"PLEASED","MARRIED","NO"
"MALE",46,"Dolnoslaskie","URBAN 100,000-200,000",0,3200,"PLEASED","MARRIED","NO"
"FEMALE",75,"Kujawsko-pomorskie","RURAL AREAS",9,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",64,"Slaskie","URBAN 100,000-200,000",2,2500,"PLEASED","WIDOWED","NO"
"MALE",22,"Slaskie","URBAN 200,000-500,000",0,400,"PLEASED","SINGLE",NA
"FEMALE",52,"Warminsko-mazurskie","URBAN BELOW 20,000",0,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",57,"Dolnoslaskie","URBAN 500,000 AND OVER",2,4000,"PLEASED","MARRIED","NO"
"FEMALE",49,"Podlaskie","RURAL AREAS",5,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",62,"Wielkopolskie","URBAN BELOW 20,000",4,1300,"PLEASED","MARRIED","NO"
"FEMALE",57,"Lubuskie","RURAL AREAS",3,720,"PLEASED","MARRIED","NO"
"MALE",38,"Dolnoslaskie","URBAN 100,000-200,000",3,3000,"PLEASED","MARRIED","NO"
"FEMALE",40,"Malopolskie","RURAL AREAS",5,300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Mazowieckie","URBAN BELOW 20,000",5,450,"MIXED","SINGLE","NO"
"FEMALE",19,"Slaskie","URBAN BELOW 20,000",1,-8,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",31,"Dolnoslaskie","URBAN 200,000-500,000",2,NA,"MIXED","MARRIED","NO"
"FEMALE",21,"Kujawsko-pomorskie","URBAN 20,000-100,000",10,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",42,"Wielkopolskie","RURAL AREAS",9,800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",36,"Malopolskie","RURAL AREAS",2,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",37,"Pomorskie","URBAN BELOW 20,000",3,150,"MIXED","SINGLE","NO"
"FEMALE",64,"Kujawsko-pomorskie","RURAL AREAS",1,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",78,"Kujawsko-pomorskie","URBAN BELOW 20,000",11,1900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Slaskie","RURAL AREAS",0,2200,"PLEASED","MARRIED","NO"
"MALE",25,"Podlaskie","URBAN 20,000-100,000",0,1064,"MIXED","SINGLE","NO"
"FEMALE",27,"Pomorskie","URBAN 20,000-100,000",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",76,"Malopolskie","RURAL AREAS",7,980,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",49,"Slaskie","URBAN 100,000-200,000",4,-8,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",42,"Lubuskie","URBAN 200,000-500,000",2,2700,"PLEASED","MARRIED","NO"
"FEMALE",61,"Lubelskie","RURAL AREAS",4,800,"MIXED","DIVORCED","NO"
"FEMALE",70,"Mazowieckie","URBAN 20,000-100,000",8,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",33,"Lodzkie","URBAN 100,000-200,000",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",31,"Mazowieckie","URBAN 500,000 AND OVER",3,NA,"PLEASED","MARRIED","NO"
"MALE",26,"Kujawsko-pomorskie","RURAL AREAS",0,-8,"MIXED","SINGLE","NO"
"MALE",41,"Wielkopolskie","RURAL AREAS",6,6000,"PLEASED","MARRIED","NO"
"FEMALE",48,"Zachodnio-pomorskie","RURAL AREAS",9,300,"MIXED","WIDOWED","NO"
"MALE",62,"Podlaskie","RURAL AREAS",7,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",38,"Mazowieckie","RURAL AREAS",4,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",48,"Podkarpackie","RURAL AREAS",2,600,"PLEASED","MARRIED","NO"
"FEMALE",61,"Podlaskie","RURAL AREAS",9,730,"MIXED","MARRIED","NO"
"FEMALE",21,"Slaskie","RURAL AREAS",2,-8,"PLEASED","SINGLE",NA
"FEMALE",35,"Dolnoslaskie","RURAL AREAS",0,600,"MIXED","MARRIED","NO"
"MALE",50,"Podlaskie","RURAL AREAS",5,500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Slaskie","RURAL AREAS",12,750,"MIXED","MARRIED","NO"
"MALE",60,"Wielkopolskie","URBAN 100,000-200,000",0,2000,"DELIGHTED","MARRIED","NO"
"FEMALE",63,"Pomorskie","RURAL AREAS",1,1100,"PLEASED","MARRIED","NO"
"FEMALE",51,"Wielkopolskie","URBAN BELOW 20,000",5,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",60,"Kujawsko-pomorskie","RURAL AREAS",1,665,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",60,"Kujawsko-pomorskie","RURAL AREAS",6,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",28,"Dolnoslaskie","URBAN 200,000-500,000",2,500,"MIXED","SINGLE","NO"
"MALE",60,"Slaskie","RURAL AREAS",5,440,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",24,"Zachodnio-pomorskie","URBAN 100,000-200,000",1,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",41,"Mazowieckie","RURAL AREAS",4,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",74,"Pomorskie","URBAN 20,000-100,000",6,548,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",96,"Warminsko-mazurskie","URBAN 100,000-200,000",7,1500,"MIXED","WIDOWED",NA
"FEMALE",21,"Dolnoslaskie","RURAL AREAS",0,4200,"PLEASED","SINGLE","NO"
"MALE",37,"Podkarpackie","RURAL AREAS",6,1350,"PLEASED","MARRIED","NO"
"MALE",54,"Wielkopolskie","RURAL AREAS",5,1200,"MIXED","MARRIED","NO"
"MALE",67,"Slaskie","RURAL AREAS",3,1300,"PLEASED","MARRIED","NO"
"FEMALE",38,"Wielkopolskie","URBAN 200,000-500,000",4,2000,"PLEASED","MARRIED","NO"
"MALE",86,"Malopolskie","RURAL AREAS",14,860,"MIXED","MARRIED","NO"
"MALE",23,"Slaskie","URBAN 100,000-200,000",1,-8,"DELIGHTED","SINGLE",NA
"FEMALE",53,"Dolnoslaskie","URBAN 100,000-200,000",9,NA,"MIXED","DIVORCED","NO"
"MALE",65,"Mazowieckie","RURAL AREAS",3,1450,"PLEASED","MARRIED","NO"
"FEMALE",89,"Opolskie","URBAN 100,000-200,000",8,1087,"MIXED","WIDOWED","NO"
"MALE",42,"Lubelskie","RURAL AREAS",7,1200,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",23,"Kujawsko-pomorskie","RURAL AREAS",NA,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",68,"Slaskie","URBAN 20,000-100,000",9,1100,"MIXED","WIDOWED","NO"
"FEMALE",28,"Wielkopolskie","RURAL AREAS",2,NA,"PLEASED","MARRIED","NO"
"MALE",30,"Mazowieckie","URBAN 100,000-200,000",0,1600,"PLEASED","MARRIED","NO"
"MALE",65,"Swietokrzyskie","URBAN 100,000-200,000",NA,1230,"PLEASED","MARRIED","NO"
"MALE",51,"Opolskie","RURAL AREAS",4,-8,"MIXED","MARRIED","NO"
"MALE",50,"Lubelskie","RURAL AREAS",10,500,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",25,"Mazowieckie","URBAN 500,000 AND OVER",0,NA,"DELIGHTED","SINGLE",NA
"FEMALE",77,"Kujawsko-pomorskie","RURAL AREAS",12,860,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",30,"Wielkopolskie","RURAL AREAS",5,1100,"MIXED","MARRIED","NO"
"FEMALE",27,"Pomorskie","RURAL AREAS",6,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",37,"Podkarpackie","RURAL AREAS",4,1050,"PLEASED","MARRIED","NO"
"FEMALE",56,"Swietokrzyskie","RURAL AREAS",NA,1500,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",64,"Wielkopolskie","RURAL AREAS",2,1200,"DELIGHTED","MARRIED","NO"
"MALE",41,"Opolskie","RURAL AREAS",10,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",46,"Slaskie","URBAN 100,000-200,000",3,1800,"PLEASED","WIDOWED","NO"
"FEMALE",18,"Slaskie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"FEMALE",56,"Malopolskie","RURAL AREAS",9,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",62,"Malopolskie","URBAN 500,000 AND OVER",9,1220,"PLEASED","MARRIED","NO"
"MALE",34,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,6000,"DELIGHTED","MARRIED","NO"
"MALE",70,"Swietokrzyskie","RURAL AREAS",9,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",56,"Wielkopolskie","URBAN 500,000 AND OVER",5,2000,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",22,"Zachodnio-pomorskie","URBAN BELOW 20,000",1,NA,"PLEASED","SINGLE",NA
"FEMALE",57,"Wielkopolskie","RURAL AREAS",9,900,"MOSTLY SATISFIED","WIDOWED",NA
"MALE",78,"Mazowieckie","RURAL AREAS",9,970,"PLEASED","MARRIED","NO"
"MALE",46,"Podlaskie","RURAL AREAS",3,1800,"PLEASED","MARRIED","YES"
"FEMALE",72,"Kujawsko-pomorskie","RURAL AREAS",15,780,"MOSTLY DISSATISFIED","WIDOWED",NA
"MALE",57,"Mazowieckie","URBAN 100,000-200,000",19,NA,"TERRIBLE","MARRIED","NO"
"FEMALE",81,"Pomorskie","URBAN 100,000-200,000",6,5400,"PLEASED","WIDOWED","NO"
"FEMALE",47,"Podlaskie","RURAL AREAS",7,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",60,"Zachodnio-pomorskie","URBAN 20,000-100,000",0,3600,"DELIGHTED","MARRIED","NO"
"MALE",76,"Lubuskie","URBAN BELOW 20,000",17,1680,"MIXED","MARRIED","NO"
"FEMALE",18,"Zachodnio-pomorskie","RURAL AREAS",2,NA,"DELIGHTED","SINGLE",NA
"FEMALE",52,"Pomorskie","URBAN 100,000-200,000",1,2000,"PLEASED","SINGLE","NO"
"MALE",29,"Lubelskie","RURAL AREAS",5,2500,"PLEASED","SINGLE","NO"
"MALE",52,"Lodzkie","RURAL AREAS",4,750,"PLEASED","MARRIED","NO"
"MALE",33,"Wielkopolskie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",42,"Mazowieckie","URBAN 500,000 AND OVER",0,4000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",45,"Kujawsko-pomorskie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",25,"Opolskie","URBAN BELOW 20,000",0,-8,"PLEASED","SINGLE","YES"
"FEMALE",33,"Lodzkie","URBAN 100,000-200,000",2,960,"PLEASED","SINGLE","NO"
"FEMALE",55,"Wielkopolskie","RURAL AREAS",6,2000,"PLEASED","MARRIED","NO"
"MALE",45,"Slaskie","URBAN 100,000-200,000",6,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",55,"Opolskie","RURAL AREAS",4,1500,"PLEASED","MARRIED","NO"
"MALE",77,"Malopolskie","URBAN 200,000-500,000",8,1450,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",32,"Lodzkie","URBAN 100,000-200,000",6,2200,"PLEASED","MARRIED","NO"
"MALE",56,"Dolnoslaskie","RURAL AREAS",5,510,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Opolskie","RURAL AREAS",3,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",37,"Pomorskie","RURAL AREAS",4,4000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",58,"Mazowieckie","RURAL AREAS",0,900,"MIXED","MARRIED","NO"
"FEMALE",61,"Kujawsko-pomorskie","URBAN 200,000-500,000",11,NA,"PLEASED","MARRIED",NA
"FEMALE",34,"Kujawsko-pomorskie","URBAN BELOW 20,000",NA,-8,"PLEASED","MARRIED","NO"
"FEMALE",52,"Kujawsko-pomorskie","RURAL AREAS",8,270,"PLEASED","MARRIED","NO"
"FEMALE",71,"Slaskie","RURAL AREAS",10,1200,"PLEASED","MARRIED","NO"
"MALE",18,"Slaskie","RURAL AREAS",3,-8,"MIXED","SINGLE",NA
"MALE",67,"Slaskie","RURAL AREAS",9,1400,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",52,"Lubelskie","RURAL AREAS",6,1500,"PLEASED","MARRIED","NO"
"MALE",47,"Lodzkie","RURAL AREAS",10,1500,"PLEASED","MARRIED","NO"
"FEMALE",67,"Kujawsko-pomorskie","RURAL AREAS",10,1500,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",72,"Dolnoslaskie","RURAL AREAS",11,1000,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",52,"Dolnoslaskie","RURAL AREAS",12,NA,"MOSTLY SATISFIED","MARRIED",NA
"FEMALE",38,"Warminsko-mazurskie","RURAL AREAS",0,1300,"MIXED","SINGLE","NO"
"FEMALE",62,"Mazowieckie","URBAN BELOW 20,000",5,802,"MIXED","MARRIED","NO"
"MALE",57,"Lodzkie","RURAL AREAS",1,1300,"PLEASED","MARRIED","NO"
"MALE",33,"Kujawsko-pomorskie","RURAL AREAS",4,1500,"PLEASED","MARRIED","NO"
"MALE",77,"Lodzkie","RURAL AREAS",9,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",55,"Podkarpackie","RURAL AREAS",4,1700,"PLEASED","MARRIED","NO"
"MALE",32,"Mazowieckie","RURAL AREAS",0,2000,"MOSTLY SATISFIED","DIVORCED","YES"
"MALE",55,"Mazowieckie","URBAN 100,000-200,000",8,2000,"MIXED","MARRIED","NO"
"FEMALE",29,"Podlaskie","URBAN 20,000-100,000",0,1500,"MIXED","DIVORCED","NO"
"FEMALE",50,"Slaskie","URBAN 200,000-500,000",5,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",82,"Mazowieckie","RURAL AREAS",11,1300,"PLEASED","WIDOWED","NO"
"MALE",64,"Kujawsko-pomorskie","URBAN 200,000-500,000",15,1200,"UNHAPPY","MARRIED","NO"
"FEMALE",29,"Kujawsko-pomorskie","RURAL AREAS",4,1300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",74,"Lubelskie","RURAL AREAS",14,850,"MIXED","MARRIED","NO"
"FEMALE",65,"Zachodnio-pomorskie","URBAN 20,000-100,000",4,1500,"PLEASED","WIDOWED","NO"
"FEMALE",56,"Swietokrzyskie","URBAN BELOW 20,000",3,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Mazowieckie","RURAL AREAS",15,NA,"MIXED","SINGLE",NA
"FEMALE",25,"Lodzkie","URBAN 500,000 AND OVER",3,1500,"PLEASED","MARRIED","NO"
"MALE",64,"Mazowieckie","URBAN 20,000-100,000",3,2130,"PLEASED","MARRIED","NO"
"FEMALE",67,"Mazowieckie","RURAL AREAS",13,800,"MIXED","WIDOWED",NA
"MALE",80,"Podlaskie","URBAN 100,000-200,000",10,1600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",41,"Swietokrzyskie","RURAL AREAS",0,500,"PLEASED","MARRIED","NO"
"MALE",40,"Podkarpackie","RURAL AREAS",7,3160,"PLEASED","MARRIED","NO"
"FEMALE",81,"Podlaskie","URBAN BELOW 20,000",12,2000,"DELIGHTED","MARRIED","NO"
"MALE",75,"Zachodnio-pomorskie","URBAN 20,000-100,000",4,1600,"PLEASED","MARRIED","NO"
"MALE",30,"Warminsko-mazurskie","URBAN BELOW 20,000",0,1300,"MOSTLY SATISFIED","SINGLE","NO"
